ut2;una_inst;colab_inst;colab_inst_ext;ins;ines;inex;nau;nauext;nauesp;wc;sample;citas;py;EU_funded
000182141700008;0;1;1;3;2;1;3;NULL;NULL;Health Care Sciences & Services;1;2;2003;0
000182141700011;0;1;1;10;9;1;10;NULL;NULL;Health Care Sciences & Services;1;0;2003;0
000182204300004;0;1;1;11;10;1;8;NULL;NULL;Health Care Sciences & Services;1;11;2003;0
000181981600008;0;1;1;5;2;3;6;NULL;NULL;Health Care Sciences & Services;1;3;2003;0
000181005400003;0;1;1;2;1;1;2;NULL;NULL;Health Care Sciences & Services;1;1;2003;0
000181389600006;0;1;1;3;0;3;5;NULL;NULL;Health Care Sciences & Services;1;3;2003;0
000188368100003;0;1;1;5;1;4;8;NULL;NULL;Health Care Sciences & Services;1;0;2003;0
000180715400003;1;0;1;1;0;1;5;NULL;NULL;Health Care Sciences & Services;1;0;2003;0
000184496100007;0;1;1;4;0;4;4;NULL;NULL;Health Care Sciences & Services;1;1;2003;0
000185882500014;0;1;1;3;0;3;4;NULL;NULL;Health Care Sciences & Services;1;1;2003;0
000183150200004;0;1;1;5;2;3;5;NULL;NULL;Health Care Sciences & Services;1;9;2003;0
000182092500005;0;1;1;11;10;1;13;NULL;NULL;Health Care Sciences & Services;1;12;2003;0
000183984400002;0;1;1;2;0;2;3;NULL;NULL;Health Care Sciences & Services;1;9;2003;0
000186192700005;0;1;1;3;0;3;3;NULL;NULL;Health Care Sciences & Services;1;1;2003;0
000186815200005;0;1;1;2;1;1;1;NULL;NULL;Health Care Sciences & Services;1;1;2003;0
000187658700005;0;1;1;4;3;1;5;NULL;NULL;Health Policy & Services;1;0;2003;0
000187226500006;0;1;1;2;0;2;6;NULL;NULL;Health Policy & Services;1;1;2003;0
000186669200007;0;0;1;1;0;1;1;NULL;NULL;Health Policy & Services;1;0;2003;0
000186669200008;0;1;1;3;1;2;3;NULL;NULL;Health Policy & Services;1;2;2003;0
000185882600006;0;1;1;6;5;1;6;NULL;NULL;Health Policy & Services;1;2;2003;0
000185261900001;0;1;1;3;0;3;3;NULL;NULL;Health Policy & Services;1;0;2003;0
000185261900006;1;0;1;1;0;1;9;NULL;NULL;Health Policy & Services;1;3;2003;0
000183968700006;0;1;1;3;1;2;2;NULL;NULL;Health Policy & Services;1;2;2003;0
000184458900006;0;0;1;1;0;1;1;NULL;NULL;Health Policy & Services;1;1;2003;0
000182955800005;0;1;1;10;6;4;16;NULL;NULL;Health Policy & Services;1;2;2003;0
000182141700008;0;1;1;3;2;1;3;NULL;NULL;Health Policy & Services;1;2;2003;0
000182141700011;0;1;1;10;9;1;10;NULL;NULL;Health Policy & Services;1;0;2003;0
000181981600008;0;1;1;5;2;3;6;NULL;NULL;Health Policy & Services;1;3;2003;0
000181005400003;0;1;1;2;1;1;2;NULL;NULL;Health Policy & Services;1;1;2003;0
000188368100003;0;1;1;5;1;4;8;NULL;NULL;Health Policy & Services;1;0;2003;0
000182092500005;0;1;1;11;10;1;13;NULL;NULL;Health Policy & Services;1;12;2003;0
000183984400002;0;1;1;2;0;2;3;NULL;NULL;Health Policy & Services;1;9;2003;0
000186192700005;0;1;1;3;0;3;3;NULL;NULL;Health Policy & Services;1;1;2003;0
000186815200005;0;1;1;2;1;1;1;NULL;NULL;Health Policy & Services;1;1;2003;0
000187530700003;0;1;1;3;0;3;1;NULL;NULL;History;1;1;2003;0
000221615900006;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000221801500003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189165100002;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189165100003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189165100006;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189165100008;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189165100007;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000188060700003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000186209400003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000188162100003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000188162100004;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000188162100005;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000188162100006;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000188162100007;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185259700006;0;0;1;1;0;1;1;NULL;NULL;History;1;1;2003;0
000221048200001;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000221048200002;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000221048200004;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000221048200005;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000221048200009;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000187318300003;0;1;1;2;0;2;2;NULL;NULL;History;1;0;2003;0
000188162100001;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185294900009;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000230159000003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000187933500002;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000187933500003;1;0;1;1;0;1;2;NULL;NULL;History;1;0;2003;0
000187933500004;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000187933500005;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000187933500006;0;1;1;2;0;2;2;NULL;NULL;History;1;0;2003;0
000187933500009;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000187933500011;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000187933500012;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000222435600010;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000222435600011;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185084600001;0;1;1;2;1;1;2;NULL;NULL;History;1;0;2003;0
000185084600005;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184248200002;0;1;1;2;1;1;2;NULL;NULL;History;1;0;2003;0
000182666900004;0;1;1;2;1;1;2;NULL;NULL;History;1;0;2003;0
000181783600009;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184959400003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184959400004;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184959400005;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184959400006;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184959400007;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184959400008;0;1;1;2;0;2;2;NULL;NULL;History;1;0;2003;0
000184959400009;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184959400010;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189214800001;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189214800002;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189214800003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189214800003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189214800009;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000189214800010;1;0;1;1;0;1;2;NULL;NULL;History;1;0;2003;0
000189214800011;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185062300002;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185062300003;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185062300004;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185062300005;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000185062300006;1;0;1;1;0;1;3;NULL;NULL;History;1;0;2003;0
000185062300007;1;0;1;1;0;1;3;NULL;NULL;History;1;0;2003;0
000185062300008;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184521800012;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000184521800013;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000182681300006;0;0;1;1;0;1;1;NULL;NULL;History;1;0;2003;0
000220191000002;0;0;1;1;0;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000220191000003;1;0;1;1;0;1;2;NULL;NULL;History & Philosophy Of Science;1;1;2003;0
000186582400010;0;0;1;1;0;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000186606200005;1;0;1;1;0;1;2;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000186606200006;0;0;1;1;0;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000182582400004;0;0;1;1;0;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000184003600001;0;1;1;2;1;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000184003600003;0;1;1;2;1;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000184003600005;0;0;1;1;0;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000183143300001;0;0;1;1;0;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000184597900003;0;1;1;10;9;1;23;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000182947500003;0;1;1;2;0;2;2;NULL;NULL;History & Philosophy Of Science;1;1;2003;0
000180653700007;0;1;1;2;1;1;1;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000182111300006;0;1;1;2;0;2;2;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000182111300007;0;1;1;2;0;2;2;NULL;NULL;History & Philosophy Of Science;1;0;2003;0
000182111300005;0;1;1;2;1;1;2;NULL;NULL;History & Philosophy Of Science;1;1;2003;0
000187530700003;0;1;1;3;0;3;1;NULL;NULL;History Of Social Sciences;1;1;2003;0
000185848700004;0;1;1;2;0;2;2;NULL;NULL;History Of Social Sciences;1;0;2003;0
000184225300005;0;0;1;1;0;1;1;NULL;NULL;History Of Social Sciences;1;1;2003;0
000188542900003;0;0;1;1;0;1;1;NULL;NULL;History Of Social Sciences;1;0;2003;0
000184404200001;0;0;1;1;0;1;1;NULL;NULL;History Of Social Sciences;1;0;2003;0
000182666900004;0;1;1;2;1;1;2;NULL;NULL;History Of Social Sciences;1;0;2003;0
000184404200002;0;0;1;1;0;1;1;NULL;NULL;History Of Social Sciences;1;0;2003;0
000181481300003;0;1;1;3;2;1;2;NULL;NULL;History Of Social Sciences;1;4;2003;0
000187224100004;0;0;1;1;0;1;1;NULL;NULL;Hospitality, Leisure, Sport & Tourism;1;0;2003;0
000186140400010;0;0;1;1;0;1;1;NULL;NULL;Hospitality, Leisure, Sport & Tourism;1;0;2003;0
000184367100009;0;1;1;4;0;4;5;NULL;NULL;Hospitality, Leisure, Sport & Tourism;1;0;2003;0
000184028400011;1;0;1;1;0;1;2;NULL;NULL;Hospitality, Leisure, Sport & Tourism;1;2;2003;0
000184028400013;0;0;1;1;0;1;1;NULL;NULL;Hospitality, Leisure, Sport & Tourism;1;0;2003;0
000181730700002;0;1;1;2;0;2;3;NULL;NULL;Hospitality, Leisure, Sport & Tourism;1;1;2003;0
000181326400016;1;0;1;1;0;1;4;NULL;NULL;Hospitality, Leisure, Sport & Tourism;1;1;2003;0
000183574000002;1;0;1;1;0;1;3;NULL;NULL;Industrial Relations & Labor;1;0;2003;0
000186644100004;1;0;1;1;0;1;3;NULL;NULL;Industrial Relations & Labor;1;0;2003;0
000188258600007;1;0;1;1;0;1;3;NULL;NULL;Information Science & Library Science;1;0;2003;0
000189300600004;0;1;1;2;0;2;2;NULL;NULL;Information Science & Library Science;1;0;2003;0
000186816300003;0;1;1;2;0;2;2;NULL;NULL;Information Science & Library Science;1;0;2003;0
000186601900003;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;0;2003;0
000185427800002;1;0;1;1;0;1;4;NULL;NULL;Information Science & Library Science;1;2;2003;0
000187413800002;1;0;1;1;0;1;3;NULL;NULL;Information Science & Library Science;1;0;2003;0
000186529200001;0;1;1;2;1;1;2;NULL;NULL;Information Science & Library Science;1;5;2003;0
000185851200005;1;0;1;1;0;1;3;NULL;NULL;Information Science & Library Science;1;5;2003;0
000186047400013;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;1;2003;0
000184327400001;0;1;1;2;0;2;3;NULL;NULL;Information Science & Library Science;1;3;2003;0
000184971600010;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;0;2003;0
000183474600009;1;0;1;1;0;1;2;NULL;NULL;Information Science & Library Science;1;0;2003;0
000182285700005;0;1;1;3;0;3;9;NULL;NULL;Information Science & Library Science;1;3;2003;0
000181299800005;0;1;1;2;0;2;2;NULL;NULL;Information Science & Library Science;1;5;2003;0
000181299800006;1;0;1;1;0;1;3;NULL;NULL;Information Science & Library Science;1;2;2003;0
000180449200002;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;1;2003;0
000181194800002;0;1;1;2;0;2;2;NULL;NULL;Information Science & Library Science;1;1;2003;0
000181194800003;0;1;1;2;0;2;3;NULL;NULL;Information Science & Library Science;1;1;2003;0
000180175400006;0;1;1;2;0;2;2;NULL;NULL;Information Science & Library Science;1;5;2003;0
000185608800003;1;0;1;1;0;1;2;NULL;NULL;Information Science & Library Science;1;0;2003;0
000185608800004;0;1;1;2;0;2;4;NULL;NULL;Information Science & Library Science;1;0;2003;0
000185856900003;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;5;2003;0
000185833200005;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;1;2003;0
000186405700006;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;0;2003;0
000184168600002;1;0;1;1;0;1;5;NULL;NULL;Information Science & Library Science;1;2;2003;0
000186999600005;0;1;1;2;1;1;2;NULL;NULL;Information Science & Library Science;1;0;2003;0
000186999600010;0;1;1;2;0;2;3;NULL;NULL;Information Science & Library Science;1;4;2003;0
000188745500002;0;0;1;1;0;1;1;NULL;NULL;Information Science & Library Science;1;0;2003;0
000185525500005;0;0;1;1;0;1;1;NULL;NULL;International Relations;1;0;2003;0
000185525500007;1;0;1;1;0;1;3;NULL;NULL;International Relations;1;0;2003;0
000182874400006;0;1;1;2;0;2;1;NULL;NULL;International Relations;1;0;2003;0
000181556600003;0;0;1;1;0;1;1;NULL;NULL;International Relations;1;1;2003;0
000180389000004;1;0;1;1;0;1;3;NULL;NULL;International Relations;1;1;2003;0
000186311500006;0;0;1;1;0;1;1;NULL;NULL;Law;0;1;2003;0
000187161200010;0;1;1;2;0;2;4;NULL;NULL;Law;0;0;2003;0
000184095000005;0;1;1;2;1;1;3;NULL;NULL;Law;0;0;2003;0
000183069600006;0;1;1;2;0;2;3;NULL;NULL;Law;0;0;2003;0
000181170900006;0;1;1;2;0;2;4;NULL;NULL;Law;0;2;2003;0
000181170900006;0;1;1;2;0;2;4;NULL;NULL;Law;0;2;2003;0
000187487200002;0;1;1;3;2;1;4;NULL;NULL;Linguistics;1;0;2003;0
000185977400001;0;1;1;2;0;2;3;NULL;NULL;Linguistics;1;2;2003;0
000186631500006;1;0;1;1;0;1;3;NULL;NULL;Linguistics;1;3;2003;0
000184623300001;1;0;1;1;1;0;3;NULL;NULL;Linguistics;1;1;2003;0
000183952300002;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;5;2003;0
000184768100004;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000185779000003;1;0;1;1;0;1;2;NULL;NULL;Linguistics;1;0;2003;0
000182908000001;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000184301000002;0;1;1;2;1;1;7;NULL;NULL;Linguistics;1;1;2003;0
000184301000011;0;1;1;3;2;1;7;NULL;NULL;Linguistics;1;2;2003;0
000183215900005;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;1;2003;0
000181944300003;0;1;1;2;0;2;2;NULL;NULL;Linguistics;1;0;2003;0
000182888100001;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;2;2003;0
000183862100003;0;1;1;2;1;1;3;NULL;NULL;Linguistics;1;2;2003;0
000183916900002;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;1;2003;0
000183929200003;0;1;1;4;3;1;5;NULL;NULL;Linguistics;1;1;2003;0
000182054300004;1;0;1;1;0;1;2;NULL;NULL;Linguistics;1;0;2003;0
000182662600001;0;1;1;2;0;2;5;NULL;NULL;Linguistics;1;1;2003;0
000182662600005;0;1;1;3;2;1;4;NULL;NULL;Linguistics;1;4;2003;0
000182040100004;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;2;2003;0
000180992300003;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000181306600004;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000179919000003;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;3;2003;0
000179919000004;0;1;1;3;2;1;3;NULL;NULL;Linguistics;1;0;2003;0
000181659200002;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;1;2003;0
000181659200003;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;1;2003;0
000182954600001;0;1;1;3;2;1;4;NULL;NULL;Linguistics;1;1;2003;0
000182954600003;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;1;2003;0
000185621700006;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000185621700011;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000187581200011;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000187581200013;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000221872600003;0;1;1;3;2;1;4;NULL;NULL;Linguistics;1;0;2003;0
000182997800003;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;1;2003;0
000187756300007;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000181659200005;0;0;1;1;0;1;1;NULL;NULL;Linguistics;1;0;2003;0
000220697000008;1;0;1;1;0;1;2;NULL;NULL;Linguistics;1;0;2003;0
000187441600010;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000186711000008;0;1;1;5;4;1;6;NULL;NULL;Management;0;3;2003;0
000187153200005;0;1;1;2;0;2;3;NULL;NULL;Management;0;0;2003;0
000186991300005;1;0;1;1;0;1;2;NULL;NULL;Management;0;1;2003;0
000187347600007;1;0;1;1;0;1;2;NULL;NULL;Management;0;4;2003;0
000186530500004;1;0;1;1;0;1;2;NULL;NULL;Management;0;0;2003;0
000185766700008;0;1;1;2;0;2;2;NULL;NULL;Management;0;1;2003;0
000187224100004;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000184666000005;1;0;1;1;0;1;2;NULL;NULL;Management;0;0;2003;0
000184666000009;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000186859400002;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000187176800008;0;1;1;2;1;1;3;NULL;NULL;Management;0;1;2003;0
000186803200003;1;0;1;1;0;1;2;NULL;NULL;Management;0;0;2003;0
000185409200007;1;0;1;1;0;1;4;NULL;NULL;Management;0;0;2003;0
000185718000003;1;0;1;1;0;1;2;NULL;NULL;Management;0;0;2003;0
000184120000003;1;0;1;1;0;1;2;NULL;NULL;Management;0;1;2003;0
000184120000008;0;1;1;2;0;2;2;NULL;NULL;Management;0;0;2003;0
000183680700018;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000186507000011;0;1;1;2;1;1;2;NULL;NULL;Management;0;0;2003;0
000185399600006;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000185127400005;0;0;1;1;0;1;1;NULL;NULL;Management;0;1;2003;0
000185127400008;0;1;1;2;0;2;2;NULL;NULL;Management;0;0;2003;0
000185357000004;1;0;1;1;0;1;2;NULL;NULL;Management;0;1;2003;0
000183495200013;0;1;1;2;0;2;2;NULL;NULL;Management;0;1;2003;0
000183495200015;0;1;1;4;2;2;3;NULL;NULL;Management;0;2;2003;0
000185506500008;1;0;1;1;0;1;2;NULL;NULL;Management;0;3;2003;0
000185506500009;0;1;1;2;0;2;2;NULL;NULL;Management;0;1;2003;0
000186916700003;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000185691500003;0;0;1;1;0;1;1;NULL;NULL;Management;0;4;2003;0
000185414000001;0;1;1;4;3;1;5;NULL;NULL;Management;0;14;2003;0
000182908900006;0;1;1;2;0;2;2;NULL;NULL;Management;0;2;2003;0
000182791900003;0;1;1;3;1;2;4;NULL;NULL;Management;0;1;2003;0
000182791900007;0;1;1;2;1;1;2;NULL;NULL;Management;0;5;2003;0
000184517900002;0;1;1;3;1;2;3;NULL;NULL;Management;0;1;2003;0
000185267000006;0;1;1;2;0;2;3;NULL;NULL;Management;0;1;2003;0
000184851400004;1;0;1;1;0;1;2;NULL;NULL;Management;0;1;2003;0
000184876200008;0;1;1;3;2;1;2;NULL;NULL;Management;0;0;2003;0
000184583900007;0;1;1;2;1;1;2;NULL;NULL;Management;0;5;2003;0
000184058400001;0;1;1;4;2;2;5;NULL;NULL;Management;0;1;2003;0
000184367100009;0;1;1;4;0;4;5;NULL;NULL;Management;0;0;2003;0
000182030100013;0;1;1;3;2;1;3;NULL;NULL;Management;0;0;2003;0
000184255400006;1;0;1;1;0;1;5;NULL;NULL;Management;0;2;2003;0
000181578300017;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000183674100002;1;0;1;1;0;1;2;NULL;NULL;Management;0;2;2003;0
000183674100009;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000184714900011;1;0;1;1;0;1;2;NULL;NULL;Management;0;4;2003;0
000183624500006;1;0;1;1;0;1;3;NULL;NULL;Management;0;3;2003;0
000183623500002;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000180891500011;1;0;1;1;0;1;2;NULL;NULL;Management;0;3;2003;0
000183343400008;1;0;1;1;0;1;4;NULL;NULL;Management;0;3;2003;0
000183853700002;1;0;1;1;0;1;2;NULL;NULL;Management;0;0;2003;0
000183065800011;1;0;1;1;0;1;3;NULL;NULL;Management;0;3;2003;0
000182558800002;0;1;1;3;0;3;2;NULL;NULL;Management;0;1;2003;0
000182664300008;1;0;1;1;0;1;2;NULL;NULL;Management;0;1;2003;0
000182944800007;0;1;1;2;0;2;3;NULL;NULL;Management;0;0;2003;0
000182944800008;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000182664300004;1;0;1;1;0;1;3;NULL;NULL;Management;0;1;2003;0
000183046700008;0;1;1;2;1;1;3;NULL;NULL;Management;0;3;2003;0
000180346000001;0;1;1;6;4;2;5;NULL;NULL;Management;0;1;2003;0
000182054700002;1;0;1;1;0;1;3;NULL;NULL;Management;0;1;2003;0
000182054700011;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000181730700002;0;1;1;2;0;2;3;NULL;NULL;Management;0;1;2003;0
000180275700003;0;1;1;2;0;2;2;NULL;NULL;Management;0;2;2003;0
000180275700015;0;1;1;2;0;2;2;NULL;NULL;Management;0;0;2003;0
000180275700016;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000180099100012;1;0;1;1;0;1;3;NULL;NULL;Management;0;1;2003;0
000181570300001;0;1;1;2;1;1;2;NULL;NULL;Management;0;4;2003;0
000182649300009;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000181454200001;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000183984800008;0;1;1;3;2;1;1;NULL;NULL;Management;0;1;2003;0
000182054000008;0;1;1;3;2;1;4;NULL;NULL;Management;0;3;2003;0
000180853700003;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000180853700007;0;1;1;2;0;2;1;NULL;NULL;Management;0;1;2003;0
000181790500010;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000181446800011;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000181853500004;0;1;1;2;0;2;4;NULL;NULL;Management;0;1;2003;0
000180099700005;0;1;1;2;0;2;4;NULL;NULL;Management;0;8;2003;0
000179217900004;0;1;1;2;0;2;3;NULL;NULL;Management;0;2;2003;0
000179217900013;0;1;1;4;0;4;5;NULL;NULL;Management;0;0;2003;0
000180446500006;0;1;1;3;2;1;5;NULL;NULL;Management;0;2;2003;0
000181706800006;0;1;1;3;1;2;3;NULL;NULL;Management;0;2;2003;0
000181135300005;1;0;1;1;0;1;2;NULL;NULL;Management;0;1;2003;0
000180701500004;0;1;1;4;3;1;2;NULL;NULL;Management;0;1;2003;0
000180606500003;0;1;1;2;1;1;5;NULL;NULL;Management;0;2;2003;0
000181019800007;1;0;1;1;0;1;2;NULL;NULL;Management;0;2;2003;0
000180314700006;0;1;1;2;1;1;2;NULL;NULL;Management;0;6;2003;0
000183574000002;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000182448200007;0;1;1;3;2;1;3;NULL;NULL;Management;0;1;2003;0
000182448200008;0;1;1;2;0;2;2;NULL;NULL;Management;0;0;2003;0
000189161300006;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000189161300009;0;1;1;2;1;1;2;NULL;NULL;Management;0;0;2003;0
000185110800002;0;1;1;3;0;3;2;NULL;NULL;Management;0;2;2003;0
000183740400013;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000180814900005;0;0;1;1;0;1;1;NULL;NULL;Management;0;1;2003;0
000183984600006;0;0;1;1;0;1;1;NULL;NULL;Management;0;5;2003;0
000180815500005;1;0;1;1;0;1;2;NULL;NULL;Management;0;2;2003;0
000183128400004;0;1;1;2;1;1;2;NULL;NULL;Management;0;3;2003;0
000186644100004;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000180350600008;1;0;1;1;0;1;3;NULL;NULL;Management;0;3;2003;0
000180463400002;1;0;1;1;0;1;3;NULL;NULL;Management;0;1;2003;0
000180463400004;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000182663600002;1;0;1;1;0;1;2;NULL;NULL;Management;0;0;2003;0
000182663600003;0;0;1;1;0;1;1;NULL;NULL;Management;0;0;2003;0
000182663600007;1;0;1;1;0;1;3;NULL;NULL;Management;0;0;2003;0
000178990500005;0;1;1;2;1;1;3;NULL;NULL;Management;0;2;2003;0
000185510300005;0;1;1;3;0;3;3;NULL;NULL;Management;0;3;2003;0
000185510300009;0;1;1;2;0;2;3;NULL;NULL;Management;0;1;2003;0
000220025600006;1;0;1;1;0;1;2;NULL;NULL;Management;0;1;2003;0
000182083100007;0;1;1;6;3;3;8;NULL;NULL;Medical Ethics;1;0;2003;0
000181728100006;0;1;1;2;0;2;7;NULL;NULL;Medical Informatics;1;0;2003;0
000185966100001;1;0;1;1;0;1;3;NULL;NULL;Medical Informatics;1;0;2003;0
000186529200001;0;1;1;2;1;1;2;NULL;NULL;Medical Informatics;1;5;2003;0
000187203300004;0;1;1;2;0;2;4;NULL;NULL;Medical Informatics;1;2;2003;0
000185885100010;0;1;1;2;0;2;8;NULL;NULL;Medical Informatics;1;1;2003;0
000183596400006;0;1;1;3;0;3;4;NULL;NULL;Medical Informatics;1;0;2003;0
000184231800002;0;1;1;2;1;1;6;NULL;NULL;Medical Informatics;1;6;2003;0
000183435000009;0;1;1;3;0;3;3;NULL;NULL;Medical Informatics;1;1;2003;0
000181890900007;0;1;1;5;4;1;3;NULL;NULL;Medical Informatics;1;2;2003;0
